,CSD_ID,Huckel_SMI
33542,UDEJUL,COc1ccc(C(N)=C2N3CN4CN(C3)CP2(->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N2CCCCC2)C4)cc1
33543,UDEKAS,[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N=C(c2ccccc2)C2N3CN4CN(C3)CP->12C4
33544,UDEKUM,COc1cc(C2=N->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P34CN5CN(CN(C5)C23)C4)cc(OC)c1OC
33545,UDEPAV,Cc1cc(C)c([N-2]->[Re+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-Nc2c(C)cc(C)cc2C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c(C)c1
33546,UDEPEZ,[O-2]->[ReH+4](<-[Cl-])(<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33547,UDESOM,S=C=[N-]->[Ni+2]123(<-[N-]=C=S)<-N(=Cc4ccccn->14)CCCN->2=Cc1ccccn->31
33548,UDESUS,S=C=[N-]->[Ni+2]123(<-[N-]=C=S)<-N(CCCN->1=C(c1ccccc1)c1ccccn->21)=C(c1ccccc1)c1ccccn->31
33549,UDETAB,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Pd+2]1(<-[Cl-])<-[O-]C(=O)Cc2ccccn->12
33550,UDETOP,Cc1ccccn1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C
33551,UDETUV,Cc1ccccn1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(c2c(C(C)C)cccc2C(C)C)CCN1c1c(C(C)C)cccc1C(C)C
33552,UDEZIO,CC1=CC(C)=O->[Ir+3]23(<-[O-]1)(<-[c-]1cc(F)ccc1-c1sccn->21)<-[c-]1cc(F)ccc1-c1sccn->31
33553,UDICUI,[O-]C(NCCP(->[Au+3]<-[Cl-])(c1ccccc1)c1ccccc1)=c1ccc(=C2c3ccc(Cl)n3[B-](F)(F)n3c(Cl)ccc32)cc1
33554,UDIDAM,Cc1ccn2->[Ru+2]34(<-[Cl-])(<-n5ccc(C(=O)O)cc5-c2c1)<-n1ccccc1-c1cccc(-c2ccccn->32)n->41
33555,UDIGEW,Cc1ccc(S(=O)(=O)[N-]2c3ccccc3-c3oc4ccccc4n3->[Ir+3]<-234(<-[c-]2ccccc2-c2ccccn->32)<-[c-]2ccccc2-c2ccccn->42)cc1
33556,UDIJUN,[Cl-]->[Pt+2]12<-[c-]3ccccc3-c3cccc(-c4cc[nH]n->14)n->23
33557,UDIKAT,CP(C)(c1ccccc1)->[Tc+5](<-[Cl-])(<-[Cl-])(<-[N-2][B-](Cl)(Cl)c1ccccc1)(<-P(C)(C)c1ccccc1)<-P(C)(C)c1ccccc1
33558,UDIKEY,c1ccc(P(c2ccccc2)(c2ccccc2)->[Pt+2]23<-[c-]4ccccc4-c4cccc(-c5cc[nH]n->25)n->34)cc1
33559,UDIMAW,CC(C)(C)C1=CC2=C3C=Cc4nc5ccccc5cc4[N-]3->[Pd+4]3(<-[Cl-])<-n4c(C(=C1)[N-]->32)ccc1nc2ccccc2cc14
33560,UDIMUP,CC(C)(C)c1ccn(->[Rh+3]234(<-[CH3-])<-n5ccccc5C(=O)[N-]->2c2ccccc2[N-]->3C(=O)c2ccccn->42)cc1
33561,UDINAW,CP(C)(c1ccccc1)->[Rh+3]123(<-[CH3-])<-n4ccccc4C(=O)[N-]->1c1ccccc1[N-]->2C(=O)c1ccccn->31
33562,UDIRIL,[Cl-]->[Zn+2]12(<-[Cl-])<-n3cccc4ccc5ccc(-c6[nH]c7ccccc7n->16)n->2c5c43
33563,UDISOQ,CCOc1cn2->[Pd+2]3(<-[Br-])<-[c-]4c(-c2o1)cccc4-c1oc(OCC)cn->31
33564,UDITAD,COC(=O)C1C(C(=O)OC)=[C-](C(=O)OC)->[Ir+3]23(<-[C-]#[O+])(<-[C-]=1C(=O)OC)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
33565,UDITOR,CC#N->[Ir+3]123(<-[C-](=CC(C(=O)OC)=[C-]->1C(=O)OC)C(=O)OC)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
33566,UDIVAG,C=CCSC1=NN2=Cc3cc(Br)ccc3[O-]->[Ni+2]<-2(<-[NH-]1)<-n1cc[nH]c1C
33567,UDIVAH,O=S1(=O->[Zn+2]2345<-[O-]S(=O)(=N->2c2ccccc2C=N->3C2CCCCC2N->4=Cc2ccccc2[N-]->51)C(F)(F)F)C(F)(F)F
33568,UDIWOU,CCCSC1NN2=C(C)C=C(C)[N-]3NC(=N->[Ni+2]<-2<-3<-N=1)SCCC
33569,UDIXOX,CC12=O->[Rh+3]<-134(<-[O-]2)(<-[c-]1ccccc1N=N->3c1ccccc1)<-[c-]1ccccc1N=N->4c1ccccc1
33570,UDOBIA,C[O+]=C(C#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccc(C#N)cc1)(c1ccc(C#N)cc1)c1ccc(C#N)cc1)N(C)C
33571,UDOBIB,CC(C)N1Cc2cccc3n2->[Cu+]2(<-[I-])<-n4c(cccc4CN->2(C(C)C)C3)C1
33572,UDOBOG,COC(C#[C-]->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C(C)C)(C(C)C)C(C)C)=[N+](C)C
33573,UDOCAT,COC(C#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C(C)C)(C(C)C)C(C)C)=[N+](C)C
33574,UDOCEX,COC(C#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C)=[N+](C)C
33575,UDOCOH,Cc1ccc(P(c2ccc(C)cc2)(c2ccc(C)cc2)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#CC(N(C)C)=[N+](C)C)cc1
33576,UDOCUN,CCP(CC)(CC)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#CC(=[O+]C)N(C)C
33577,UDODAU,CN(C)C(C#[C-]->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C)=[N+](C)C
33578,UDODEY,CCP(CC)(CC)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#CC(=[O+]C)N(C)C
33579,UDODIC,C[O+]=C(C#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)N(C)C
33580,UDODOI,C[O+]=C(C#[C-]->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1)N(C)C
33581,UDODUM,CNC1[O-]->[Zn+2]23(<-S=1)<-n1c(-c4ccccc4)cc(C)n1[BH-](n1c(C)cc(-c4ccccc4)n->21)n1c(C)cc(-c2ccccc2)n->31
33582,UDODUO,C[O+]=C(C#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1)N(C)C
33583,UDOFAW,C[O+]=C(C#[C-]->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1)N(C)C
33584,UDOFEA,C[O+]=C(C#[C-]->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(C)(C)C)N(C)C
33585,UDOFIE,COc1ccc(P(c2ccc(OC)cc2)(c2ccc(OC)cc2)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#CC(=[O+]C)N(C)C)cc1
33586,UDOHAW,CC(C)C1COC2c3ccccc3P(c3ccccc3)(c3ccccc3)->[Ir+]3(<-[Cl-])(<-C=C->3)<-N=21
33587,UDOMEG,Nc1cccc2CN34Cc5cccc(N)n5->[Zn+2]<-3(<-[OH-])(<-n12)<-n1c(N)cccc1C4
33588,UDOMIM,Cc1ccccc1P(c1ccccc1C)(c1ccccc1C)->[Ag+]12(<-O=C->1([O-]->2)C(F)(F)F)<-n1ccccc1
33589,UDONUW,Cc1cccc(C)c1N=C=[N-]->[Pd+2](<-[c-]1nnnn1-c1c(C)cccc1C)(<-P(C)(C)C)<-P(C)(C)C
33590,UDOPAE,Cc1cccc(C)c1N=C=[N-]->[Pd+2](<-[c-]1nnnn1-c1c(C)cccc1C)(<-P(C)(C)c1ccccc1)<-P(C)(C)c1ccccc1
33591,UDOPAH,[I-]->[Cu+]12<-n3c4cccc3CN->1Cc1cccc(n->21)CNC4
33592,UDOPEI,CCCCn1nnn[c-]1->[Pd+2](<-[c-]1nnnn1CCCC)(<-P(C)(C)C)<-P(C)(C)C
33593,UDOPIM,CCCCn1nnn[c-]1->[Pt+2](<-[c-]1nnnn1CCCC)(<-P(C)(C)C)<-P(C)(C)C
33594,UDOPOS,CCCCn1nnn[c-]1->[Pt+2](<-[c-]1nnnn1CCCC)(<-P(CC)(CC)CC)<-P(CC)(CC)CC
33595,UDOPOT,C1=c2nc(-c3ccccc3)sc2=CC2=N3C(c4ccccc4)C(c4cccc5ccccc45)[N-]4c5ccccc5[S-]->[Ni+2]<-3<-4<-S=C12
33596,UDOQEK,Clc1cc(Cl)cc(-c2nc3c(s2)=CC2=N4C(c5cc(Cl)cc(Cl)c5)C(c5cc(Cl)cc(Cl)c5)[N-]5c6cc7sc(-c8cc(Cl)cc(Cl)c8)nc7cc6[S-]->[Ni+2]<-4<-5<-S=C2C=3)c1
33597,UDOSOX,CP(C)(C)->[Co+]1(<-[CH-]=C(c2ccccc2)c2ccccn->12)(<-P(C)(C)C)<-P(C)(C)C
33598,UDOVAM,CP(C)(C)->[Co+]12(<-[CH3-])(<-C=C->1c1cccc3cccn->2c13)<-P(C)(C)C
33599,UDOVIU,CP(C)(C)->[Co+]123(<-[CH-]=C(c4ccccc4)c4ccccn->14)<-C=C->2(c1ccccc1)c1ccccn->31
33600,UDUCAZ,CO[C](c1ccc(C#CC(C)(C)C)cc1)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
33601,UDUGAE,CC(C)N1C=CN2Cc3cccc4CN5C=CN(C(C)C)[C]5->[Ru+2]5(<-[Cl-])(<-[C]21)(<-n1ccccc1-c1ccccn->51)<-n34
33602,UDUHUZ,Cc1cc(C)n(->[Ag+]2(<-O=C([O-]->2)C(F)(F)F)<-P(c2ccccc2C)(c2ccccc2C)c2ccccc2C)c(C)c1
33603,UDULEL,N#[N+][N-2]->[Ni+2]12<-[O-]c3ccc4ccccc4c3C=N->1CCN->21CCCCC1
33604,UDULOU,OCCN12CCN34Cc5ccccn5->[Fe+2]<-1<-3(<-[Cl-])(<-n1ccccc1C2)<-n1ccccc1C4
33605,UDUMAI,COP(c1ccccc1)(c1ccccc1)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(OC)(c1ccccc1)c1ccccc1
33606,UDUMEL,[Br-]->[Fe+2]1234<-n5ccccc5CN->1(CCN->2(Cc1ccccn->31)Cc1ccccn->41)Cc1ccccc1
33607,UDUMOY,Fc1c(F)c(F)[c-](->[Au+]<-[C-]#[N+]c2ccc3ccc4cccc5ccc2c3c45)c(F)c1F
33608,UDUQOZ,[CH3-]->[Pt+4]12(<-[CH3-])(<-[CH2-]c3cccc4cccn->1c34)<-n1cccn1[BH2-]n1cccn->21
33609,UDURIU,[CH3-]->[Pd+2]1(<-n2cccc3ccc4cccnc4c32)<-n2cccc3ccc4cccn->1c4c32
33610,UDUVUK,c1ccc(C2=S->[Tc+3]34(<-S=[SH]C(=S->3)c3ccccc3)(<-S=[SH]C(=S->4)c3ccccc3)<-[S-]2)cc1
33611,UDUXUN,O=[N+]([O-])c1cc2C=O->[Ni+2]3(<-O)(<-[O-]c2c([N+](=O)[O-])c1)<-n1ccccc1-c1ccccn->31
33612,UDUYOJ,S=C=[N-]->[Fe+2]12(<-[N-]=C=S)(<-n3ccccc3-c3ccc4ccccc4n->13)<-n1ccccc1-c1ccc3ccccc3n->21
33613,UFAHAN,CC(C)(C)P1(CN2c3ccccc3N3CP(C(C)(C)C)(C(C)(C)C)->[Ir+]<-1(<-[Cl-])<-[C]23)C(C)(C)C
33614,UFAHIV,CC(C)(C)P1(CN2c3ccccc3N3CP(C(C)(C)C)(C(C)(C)C)->[Ir+3]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[C]23)C(C)(C)C
33615,UFAHUH,CC(C)(C)P1(CN2c3ccccc3N3CP(C(C)(C)C)(C(C)(C)C)->[IrH+2]<-1(<-[Cl-])(<-[Cl-])<-[C]23)C(C)(C)C
33616,UFAPOG,O=C([O-]->[Zn+2]12(<-O=C->1([O-]->2)c1c(F)cccc1F)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)c1c(F)cccc1F
33617,UFAQAT,O=C([O-]->[Zn+2]12(<-O=C->1([O-]->2)c1c(Cl)cccc1Cl)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)c1c(Cl)cccc1Cl
33618,UFASOJ,c1cc2[O-]->[Pt+2]3(<-[O-]c4cccc5cccn->3c45)<-n3cccc(c1)c23
33619,UFASUP,[Cl-]->[Pt+2]1(<-[Cl-])<-[O-]c2cccc3cccn->1c23
33620,UFAVEC,c1ccc(CN2CCN3CCN(Cc4ccccc4)->[Ag+]<-2<-N(CC3)Cc2ccccc2)cc1
33621,UFAVUV,CC(C)c1cccc(C(C)C)c1-n1cc(N(C)CCN=N[N-2])[n+](-c2c(C(C)C)cccc2C(C)C)[c-]1->[Cu+3]<-[Cl-]
33622,UFEBAJ,CCCCCCCCCCCCCCCCn1cn(->[Au+]<-[Cl-])c2ccccc21
33623,UFEDOZ,CC(=O)[N-]1N2C(=O)CCC2[CH2-]->[Pt+2]<-12<-n1ccccc1-c1ccccn->21
33624,UFEFAN,C[Si-]12c3cccc4cccn(->[Pt+4]<-1(<-[CH3-])(<-[CH3-])(<-[O-]S(=O)(=O)C(F)(F)F)<-n1cccc5cccc2c51)c34
33625,UFEFIV,C[Si-]12c3cccc4cccn(->[Pt+2]<-1(<-[Cl-])<-n1cccc5cccc2c51)c34
33626,UFEJOE,[O-]C1C(CO)OC2N34->[Co+3]56(<-[Cl-])(<-OC2C1O)<-OC1C(O)C(O)C(CO)OC1N->5(CCN->6CC3)CC4
33627,UFENAX,CC(c1c2ccccc2cc[c-]1->[Hg+2]<-[Cl-])N(C)C
33628,UFENIF,CC(C)(C)C1COC(c2cccc[c-]2->[Hg+2]<-[Cl-])=N1
33629,UFENOL,[Cl-]->[Hg+2]<-[c-]1ccccc1Oc1ccccn1
33630,UFEYOW,CC1c2cccc(C)n2->[Ni+2](<-[Br-])(<-[Br-])(<-N=1c1c(C(C)C)cccc1C(C)C)<-O1CCCC1
33631,UFIBAN,CC1(C)[O-]->[IrH+2]2(<-[Cl-])(<-n3ccccc31)<-S(=O)(CCS->2(=O)C(C)(C)C)C(C)(C)C
33632,UFIBER,CS1(=O)CCS(C)(=O)->[Rh+]<-1(<-[Cl-])<-n1ccccc1
33633,UFIBIX,CC1c2cccc[c-]2->[Pd+2](<-[Cl-])(<-N=1O)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33634,UFIBOD,CC1c2cccc[c-]2->[Pd+2](<-[Cl-])(<-N=1O)<-P(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1
33635,UFIBUJ,CC1c2cccc[c-]2->[Pd+2](<-[Cl-])(<-N=1O)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1
33636,UFICAQ,CC1c2cccc[c-]2->[Pd+2](<-[Cl-])(<-N=1O)<-P(c1ccccc1)(c1ccccc1)c1ccc(C)cc1
33637,UFICEU,COc1ccc(P(c2ccc(OC)cc2)(c2ccc(OC)cc2)->[Pd+2]2(<-[Cl-])<-[c-]3ccccc3C(C)=N->2O)cc1
33638,UFIFOF,CC(C)(C)C(=[N-]->[V+5](<-[Cl-])(<-[Cl-])<-[N-2]C12CC3CC(CC(C3)C1)C2)C(C)(C)C
33639,UFIPIJ,S=C=[N-]->[Fe+2]12(<-[N-]=C=S)(<-N(=C(c3ccccn3)c3ccccn->13)c1ccccc1)<-N(=C(c1ccccn1)c1ccccn->21)c1ccccc1
33640,UFIQOQ,CP(C)(C)->[Cu+]12<-n3c(CP->1(c1ccccc1)c1ccccc1)cccc3CP->2(c1ccccc1)c1ccccc1
33641,UFIQUW,CC(C)(C)P1(Cc2cccc(CP(->[Cu+]<-1<-[Br-])(C(C)(C)C)C(C)(C)C)n2)C(C)(C)C
33642,UFIREH,CC(C)(C)P1(Cc2cccc(CP(->[Cu+]<-1<-[N-]=C=S)(C(C)(C)C)C(C)(C)C)n2)C(C)(C)C
33643,UFIRIL,[Br-]->[Cu+]12<-n3c(CP->1(c1ccccc1)c1ccccc1)cccc3CP->2(c1ccccc1)c1ccccc1
33644,UFIYAM,COC1=O->[Pd+2](<-[CH3-])(<-[Cl-])<-P(c2ccccc2OC)(c2ccccc2OC)c2ccccc21
33645,UFIYEQ,CCOP1(OCC)=O->[Pd+2](<-[CH3-])(<-[Cl-])<-P(c2ccccc2OC)(c2ccccc2OC)c2ccccc21
33646,UFIYOZ,[O+]#[C-]->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1ccc(O)cc1
33647,UFIYUG,COc1ccccc1P1(c2ccccc2OC)c2ccccc2C(=O)[O-]->[Pd+2]<-1(<-[CH3-])<-[Cl-]
33648,UFIZAM,[O+]#[C-]->[Re+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1cccc(O)c1
33649,UFOHAZ,O=C1[O-]->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[O-]C(=O)C1Cc1cn(Cc3ccccc3)nn->21
33650,UFOHUV,[Cl-]->[Ti+4]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
33651,UFOKAC,Fc1cccc2CN34Cc5ccccn5->[Fe+2]<-3(<-[Cl-])(<-[Cl-])(<-n3ccccc3C4)<-n12
33652,UFOLUX,CCCCCCCCC[N-]1C(=O)c2ccccn2->[Au+3]<-1(<-[Cl-])<-[Cl-]
33653,UFOMOT,C[Si]1(C)N[Si](C)(C)C2=C->[Pt]<-23(<-C=C->31)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33654,UFONEI,CCP(CC)(CC)->[Pt+2]1(<-[Cl-])<-[Se-]CCN->1(C)C
33655,UFONEJ,S=C=[N-]->[Zn+2](<-[N-]=C=S)(<-n1ccccc1)<-n1ccccc1
33656,UFONIN,[O-2]->[Mo+6](<-[O-2])(<-[Cl-])(<-[Cl-])(<-O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1)<-O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
33657,UFOPUB,FC(F)(F)P1(Cc2cccc3CP(C(F)(F)F)(C(F)(F)F)->[Pt+2]<-1(<-[Cl-])<-[c-]23)C(F)(F)F
33658,UFOQAI,[CH3-]->[Pt+2]12<-[c-]3c(CP->1(C(F)(F)F)C(F)(F)F)cccc3CP->2(C(F)(F)F)C(F)(F)F
33659,UFOQIQ,[O+]#[C-]->[Pt+2]12<-[c-]3c(CP->1(C(F)(F)F)C(F)(F)F)cccc3CP->2(C(F)(F)F)C(F)(F)F
33660,UFORAI,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[Pt+2]<-23<-[S-]C[S-]->3)c2ccccc2)cc1
33661,UFORAJ,O=C1CN2(Cc3ccc([N+](=O)[O-])cc3)Cc3ccccn3->[Re+]<-2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[O-]1
33662,UFOSUE,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2ccc(-c3ccncc3)cc2)<-n2c(-c3ccc4ccccc4n->13)ccc1ccccc12
33663,UFOTAL,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2ccc(C=Cc3ccncc3)cc2)<-n2c(-c3ccc4ccccc4n->13)ccc1ccccc12
33664,UFUDAD,Cc1ccccc1P(c1ccccc1C)(c1ccccc1C)->[Ag+]12(<-O=C->1([O-]->2)C(F)(F)F)<-n1ccccc1C
33665,UFUDEF,CC1=CC=CC2=C3N=c4ccccc4=N3->[Ti+4]3(<-[Cl-])(<-[Cl-])(<-N4=c5ccccc5=NC4=C4C=CC=C(C)[N-]->34)<-[N-]12
33666,UFUGIM,Nc1cccc2cccn(->[Cd+2](<-[N-]=C=S)(<-[N-]=C=S)<-n3cccc4cccc(N)c43)c12
33667,UFUHAE,O=C1CN23->[Zn+2]45(<-[N-]1c1ccc([N+](=O)[O-])cc1)<-N(CCN->4CC2)CCN->5CC3
33668,UFUKOV,[Cl-]->[Ni+2]1(<-[Cl-])<-P(c2ccccc2)(c2ccccc2)c2ccccc2Oc2ccccc2P->1(c1ccccc1)c1ccccc1
33669,UFULUD,C=C(C)C1=CC(=O)C23=C4(C)[CH2-]->[Fe+2]<-4<-2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[CH-]3C1=O
33670,UFULUF,C1=CC2=CN3=C4C=CC=CC4=S->[Fe+2]<-345(<-S=C3C=CC=CC3=N->4C=C3C=CC=C[N-]->53)<-[N-]2C=C1
33671,UFUMUG,CSCc1cccc(CSC)n1->[Zn+2](<-[Br-])<-[Br-]
33672,UFUPAP,CN(C)c1ccc(N2C=CN(Cc3ccccc3)[C]2->[Au+]<-[C]2N(Cc3ccccc3)C=CN2c2ccc(N(C)C)cc2)cc1
33673,UFUSUJ,[O-]c1c2ccc[n-](->[Cu+5](<-[I-])<-[n-]3cccc4c([O-])c5cccnc5c3-4)c-2c2ncccc12
33674,UGACEL,COc1ccccc1CN1=C(C)C=C(C)[O-]->[Pd+2]<-1(<-[CH3-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33675,UGAFIS,[Cl-]->[Zn+2]12(<-[Cl-])<-n3c(-n4cccn->14)cccc3-n1cccn->21
33676,UGAFUF,Cc1ccc(NC2Nc3ccc(C)c[c-]3->[Pd+2](<-[Br-])(<-N=2c2ccc(C)cc2)<-n2c(C)cccc2C)cc1
33677,UGAGAL,C1c2ccccc2[O-]->[Co+3]23(<-[O-]c4ccccc4C=N->2C(c2ccccc2)C(c2ccccc2)N->3=1)(<-n1ccccc1)<-n1ccccc1
33678,UGAGAM,Cc1ccc(NC2Nc3ccc(C)c[c-]3->[Pd+2](<-[O-]C(=O)C(F)(F)F)(<-N=2c2ccc(C)cc2)<-P23CN4CN(CN(C4)C2)C3)cc1
33679,UGAGEQ,Cc1ccc(NC2Nc3ccc(C)c[c-]3->[Pd+2](<-[O-]C(=O)C(F)(F)F)(<-N=2c2ccc(C)cc2)<-n2c(C)cccc2C)cc1
33680,UGAJET,CC1=CC(C)=N2CC(C)(C)CN3=C(C)C=C(C)[O-]->[Ni+2]<-2<-3<-[O-]1
33681,UGAMIZ,[O-]c1c2[O-]->[Ni+6]34(<-[O-]c2[c-]([O-])c1[O-])(<-n1ccccc1-c1ccccn->31)<-n1ccccc1-c1ccccn->41
33682,UGAMUL,O=S12=O->[Cd+2]3456(<-O=S(=O)([O-]->3)c3ccccc3N->4=Cc3ccccn->53)(<-[O-]1)<-N(=Cc1ccccn->61)c1ccccc12
33683,UGANEX,O=[N-]->[Ru+4]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-P(CCCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
33684,UGANOG,[Cl-]->[Zn+2]1(<-[Cl-])<-n2ccccc2COCc2ccccn->12
33685,UGANOH,CON=C1C(c2ccccc2)=N(->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)c2ccc(OC)cc21
33686,UGANUN,CO[N-]c1c(-c2ccccc2)[n-](->[Pt+4](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)c2ccc(OC)cc12
33687,UGARIF,[I-]->[Cd+2](<-[I-])(<-n1ccn(-c2cncnc2)c1)<-n1ccn(-c2cncnc2)c1
33688,UGASIF,CC[O-]->[Ni+4]12(<-O=C(c3ccco3)c3c(C)nn(-c4ccccc4)c3[O-]->1)(<-O=C(c1ccco1)c1c(C)nn(-c3ccccc3)c1[O-]->2)<-[O-]CC
33689,UGASOL,CC1(C)[S-]->[Cu+]23<-[S-]C(C)(C)C(=O)N->2=C2C=CC=CC2=N->3C1=O
33690,UGATON,O=C(O)c1ccc2-c3ccc(C(=O)O)cn3->[Pt+2](<-[Br-])(<-[Br-])<-n2c1
33691,UGATUT,O=C(O)c1ccc2-c3ccc(C(=O)O)cn3->[Pt+2](<-[Cl-])(<-[Cl-])<-n2c1
33692,UGAVAB,O=C(O)c1ccc2-c3ccc(C(=O)O)cn3->[Pt+4](<-[Br-])(<-[Br-])(<-[Br-])(<-[Br-])<-n2c1
33693,UGAVIJ,CN(C)C(N(C)C)=N1CCN(=C(N(C)C)N(C)C)->[Zn+2]<-1(<-[Cl-])<-[Cl-]
33694,UGAWEE,Cc1cc(C)c(N2=C3C(=N(c4c(C)cc(C)cc4C)->[Ni+2]<-2(<-[Br-])<-[Br-])c2cccc4cccc3c24)c(C)c1
33695,UGAXEG,Cc1ccn2->[Rh+](<-[C-]#[N+]c3c(C)cccc3C)(<-[C-]#[N+]c3c(C)cccc3C)<-n3ccc(C)cc3-c2c1
33696,UGAXIK,Cc1ccn2->[Rh+](<-[C-]#[N+]c3c(C)cccc3C)(<-[C-]#[N+]c3c(C)cccc3C)<-n3ccc(C)cc3-c2c1
33697,UGEJOH,COCCOCCOCCN1C=CN2CN3C=CN(CCOCCOCCOC)[C]3->[Pd+2](<-[Br-])(<-[Br-])<-[C]12
33698,UGEJUN,COCCOCCOCCN1C=CN2CN3C=CN(CCOCCOCCOC)[C]3->[Pt+2](<-[Br-])(<-[Br-])<-[C]12
33699,UGENAW,CC1CC(C2CCCCC2)O[La-]234(O1)(OC(C)CC(C1CCCCC1)O2)(OC(C)CC(C1CCCCC1)O3)OC(C)CC(C1CCCCC1)O4
33700,UGENOK,O=C1CN2=Cc3ccccc3[O-]->[Fe+4]<-234(<-[O-]1)<-[O-]C(=O)CN->3=Cc1ccccc1[O-]->4
33701,UGEQAZ,CC(C)P(C(C)C)(C(C)C)->[OsH4](<-n1ccccc1)<-P(C(C)C)(C(C)C)C(C)C
